,source,target,weight
97652,9428.0,5967.0,4
97803,9360.0,8729.0,4
97869,7193.0,7467.0,4
97961,6734.0,26163.0,4
97983,14205.0,6152.0,4
97984,1930.0,15911.0,4
98017,1930.0,10893.0,4
98167,11084.0,3534.0,4
98419,9949.0,2360.0,4
98459,17071.0,5574.0,4
98638,17194.0,7838.0,4
98855,1930.0,17933.0,4
98927,853.0,28552.0,4
98978,12985.0,2090.0,4
99011,5015.0,22292.0,4
99131,14097.0,28646.0,4
99255,6849.0,801.0,4
99500,29445.0,582.0,4
99686,2616.0,5015.0,4
99687,16044.0,13144.0,4
99700,5461.0,3044.0,4
99791,6345.0,9623.0,4
99921,1949.0,21028.0,4
100058,4059.0,3147.0,4
100632,27601.0,25972.0,4
100775,5862.0,12935.0,4
100800,9638.0,10996.0,4
100932,9812.0,7853.0,4
101869,26899.0,3604.0,4
101919,2005.0,1212.0,4
102236,17253.0,6148.0,4
102730,23551.0,10017.0,4
102797,3576.0,14097.0,4
102915,1777.0,18105.0,4
103283,8675.0,18401.0,4
103285,3125.0,10895.0,4
103380,19103.0,5451.0,4
103547,11084.0,6720.0,4
103607,2534.0,3272.0,4
103631,881.0,20007.0,4
103659,9638.0,25750.0,4
103686,13241.0,8111.0,4
103751,12237.0,3270.0,4
103782,2825.0,2739.0,4
103870,5315.0,7838.0,4
103890,1930.0,2360.0,4
103920,1930.0,5131.0,4
103925,27287.0,1814.0,4
103970,6465.0,7416.0,4
104164,2867.0,5877.0,4
104252,11153.0,4127.0,4
104262,13396.0,20109.0,4
104290,21539.0,15284.0,4
104580,1444.0,3612.0,4
104605,20498.0,2090.0,4
104926,9078.0,9183.0,4
104928,6378.0,1619.0,4
105023,5574.0,16618.0,4
105361,20282.0,14393.0,4
105364,10472.0,17718.0,4
105440,1949.0,23273.0,4
105461,23619.0,18944.0,4
105473,6734.0,2360.0,4
105589,1105.0,23322.0,4
105914,2928.0,1698.0,4
105919,1384.0,2465.0,4
106039,5487.0,7075.0,4
106050,1576.0,24237.0,4
106080,10795.0,5492.0,4
106340,1322.0,8329.0,4
106437,1015.0,10892.0,4
106554,5281.0,2193.0,4
106656,8644.0,14027.0,4
106843,6366.0,18328.0,4
107008,23503.0,1444.0,4
107110,11153.0,4785.0,4
107169,15546.0,1949.0,4
107219,1444.0,801.0,4
107236,7871.0,1444.0,4
107281,29491.0,2090.0,4
107538,1015.0,808.0,4
107570,20498.0,2349.0,4
107675,4802.0,10786.0,4
108264,7198.0,7592.0,4
108606,5968.0,1814.0,4
108629,3494.0,2739.0,4
108666,25548.0,4785.0,4
108983,1384.0,13650.0,4
109033,1015.0,9925.0,4
109197,1873.0,9469.0,4
109256,3514.0,4333.0,4
109392,10515.0,1352.0,4
109551,1384.0,11008.0,4
109556,4763.0,10218.0,4
109690,6726.0,17931.0,4
109726,2586.0,2264.0,4
109810,9812.0,5127.0,4
109819,6167.0,4911.0,4
110248,3922.0,11394.0,4
110300,19763.0,6167.0,4
110436,17504.0,8597.0,4
110468,4283.0,1352.0,4
110521,1777.0,18328.0,4
110726,22797.0,1444.0,4
110942,6734.0,15807.0,4
111018,12779.0,6090.0,4
111075,2867.0,10396.0,4
111085,3637.0,22498.0,4
111478,6373.0,25318.0,4
111519,15570.0,801.0,4
111546,3116.0,1920.0,4
111847,27287.0,5967.0,4
111854,3082.0,9029.0,4
112105,5818.0,4763.0,4
112185,5305.0,5944.0,4
112190,4333.0,24237.0,4
112261,29022.0,15606.0,4
112472,1015.0,822.0,4
112667,582.0,3448.0,4
112693,10402.0,1619.0,4
112764,3604.0,7596.0,4
112826,10868.0,23321.0,4
112894,2092.0,644.0,4
113440,21171.0,2884.0,4
113537,6389.0,7467.0,4
113576,12280.0,7950.0,4
113739,6545.0,4444.0,4
113753,10685.0,6191.0,4
113759,8106.0,6845.0,4
113818,8131.0,13186.0,4
114110,11084.0,9314.0,4
114181,853.0,22515.0,4
114210,6632.0,9949.0,4
114217,26303.0,8509.0,4
114341,6567.0,4511.0,4
114403,15391.0,10335.0,4
114516,3880.0,2193.0,4
114817,7596.0,1719.0,4
114857,20294.0,3701.0,4
114938,10461.0,21907.0,4
114954,3070.0,5894.0,4
115050,6187.0,1814.0,4
115089,4768.0,23322.0,4
115178,4308.0,22078.0,4
115225,4308.0,5628.0,4
115293,5023.0,5967.0,4
115353,1576.0,25298.0,4
115591,5451.0,14391.0,4
115624,5774.0,18318.0,4
115794,4154.0,1745.0,4
115854,6490.0,5712.0,4
116044,7780.0,3044.0,4
116183,7911.0,801.0,4
116238,4300.0,5415.0,4
116319,3375.0,20654.0,4
116371,14518.0,23224.0,4
116467,1015.0,20197.0,4
116489,5233.0,13706.0,4
116593,8106.0,3717.0,4
116683,4511.0,8990.0,4
116820,17920.0,26970.0,4
116838,5305.0,3044.0,4
116888,5023.0,1352.0,4
116979,3147.0,2648.0,4
117249,15639.0,4785.0,4
117317,1322.0,6490.0,4
117384,29041.0,4802.0,4
117400,8432.0,2193.0,4
117417,2092.0,12568.0,4
117572,5487.0,11393.0,4
117795,21063.0,7075.0,4
117867,4841.0,582.0,4
117912,7681.0,4616.0,4
117945,5451.0,19197.0,4
118080,12588.0,2616.0,4
118097,16712.0,16753.0,4
118113,4632.0,15314.0,4
118285,2231.0,10461.0,4
118376,10685.0,7102.0,4
118448,6398.0,11159.0,4
118650,5305.0,9469.0,4
118761,4690.0,5771.0,4
118765,8675.0,10147.0,4
118861,21315.0,10017.0,4
119212,2193.0,23335.0,4
120167,16638.0,2739.0,4
120348,10680.0,18327.0,4
120504,5776.0,5101.0,4
120634,3070.0,14721.0,4
120649,1015.0,21957.0,4
120667,7265.0,2193.0,4
120859,163.0,582.0,4
121713,12673.0,6107.0,4
121884,5310.0,11008.0,4
121971,5017.0,23791.0,4
122206,15758.0,16753.0,4
122349,12237.0,970.0,4
122460,7911.0,2092.0,4
122488,1015.0,5552.0,4
122501,7838.0,17071.0,4
122712,13846.0,14610.0,4
122830,15649.0,20155.0,4
123001,20756.0,1116.0,4
123193,12176.0,7276.0,4
123275,1384.0,27358.0,4
123374,13986.0,19499.0,4
123434,19763.0,9533.0,4
123571,1949.0,17022.0,4
123609,2092.0,23826.0,4
123685,9949.0,11802.0,4
123693,2426.0,3925.0,4
123784,329.0,7193.0,4
124077,24802.0,21105.0,4
124440,19024.0,3147.0,4
124964,11153.0,15639.0,4
125015,3116.0,1162.0,4
125029,14097.0,18732.0,4
125123,5305.0,1873.0,4
125153,9240.0,4511.0,4
125211,2586.0,7075.0,4
125288,4632.0,1726.0,4
125292,5233.0,982.0,4
125710,5341.0,4169.0,4
125819,5151.0,6204.0,4
125981,3058.0,5492.0,4
126017,17071.0,2825.0,4
126271,3534.0,2077.0,4
126315,2648.0,1116.0,4
126449,12347.0,8954.0,4
126450,8106.0,20862.0,4
126487,23637.0,10895.0,4
126618,28061.0,2264.0,4
126711,4291.0,12459.0,4
126745,14739.0,1920.0,4
126904,6721.0,6304.0,4
127091,3116.0,25548.0,4
127304,11110.0,26295.0,4
127325,2388.0,2090.0,4
127726,1015.0,26032.0,4
128047,1529.0,1444.0,4
128098,17178.0,3820.0,4
128113,5779.0,3534.0,4
128142,17658.0,14272.0,4
128173,6378.0,5967.0,4
128221,2005.0,808.0,4
128339,26081.0,10147.0,4
128371,20498.0,1352.0,4
128396,7380.0,9111.0,4
128516,6398.0,1352.0,4
128615,11458.0,10386.0,4
128697,10893.0,1352.0,4
128823,29499.0,5131.0,4
128846,7184.0,12296.0,4
129018,28552.0,14213.0,4
129387,4308.0,6205.0,4
129561,2867.0,14727.0,4
129607,9511.0,1352.0,4
129655,4727.0,24047.0,4
129773,7826.0,16959.0,4
129976,6465.0,4333.0,4
130087,10147.0,801.0,4
130128,2787.0,27287.0,4
130213,8076.0,16253.0,4
130290,5771.0,158.0,4
130386,3511.0,21148.0,4
130492,1322.0,5504.0,4
130580,2805.0,26944.0,4
130642,4300.0,28158.0,4
130710,1619.0,21063.0,4
130750,3116.0,6107.0,4
130823,20959.0,1777.0,4
130959,16860.0,1352.0,4
130983,18774.0,10895.0,4
131425,11159.0,25324.0,4
131502,24979.0,7522.0,4
131726,881.0,26.0,4
131991,5779.0,1322.0,4
132204,1576.0,13706.0,4
132251,5963.0,18055.0,4
132532,4511.0,22639.0,4
132596,17922.0,15606.0,4
132665,10353.0,12145.0,4
132892,2092.0,2592.0,4
133087,2787.0,8509.0,4
133342,4632.0,4550.0,4
133372,2814.0,11900.0,4
133582,26108.0,3788.0,4
133687,12588.0,21709.0,4
133977,23778.0,10017.0,4
134007,21434.0,5771.0,4
134071,5953.0,1745.0,4
134614,2077.0,23587.0,4
134741,2077.0,22566.0,4
135038,4334.0,19489.0,4
135055,4309.0,4308.0,4
135301,9623.0,5131.0,4
135474,17965.0,2264.0,4
135492,1920.0,12981.0,4
135495,21148.0,24131.0,4
135555,17403.0,2487.0,4
136166,23321.0,10557.0,4
136177,23322.0,1726.0,4
136238,21199.0,27358.0,4
136319,801.0,2264.0,4
136323,3576.0,3494.0,4
136519,2867.0,3044.0,4
136686,1698.0,18565.0,4
136696,16730.0,5963.0,4
136733,1062.0,1116.0,4
136851,6047.0,18581.0,4
136889,13474.0,4000.0,4
136921,12935.0,16383.0,4
136993,853.0,4667.0,4
137248,25023.0,2310.0,4
137478,1742.0,3147.0,4
137578,8597.0,5774.0,4
137795,9634.0,10895.0,4
137857,4000.0,4225.0,4
137981,13201.0,6204.0,4
138075,3147.0,16903.0,4
138157,2534.0,9029.0,4
138373,4300.0,19397.0,4
139249,8150.0,10959.0,4
139590,26516.0,2349.0,4
139696,15314.0,3820.0,4
139841,23359.0,19488.0,4
139851,9812.0,3637.0,4
140022,8974.0,2008.0,4
140165,853.0,28264.0,4
140193,3604.0,9565.0,4
140252,881.0,3061.0,4
140648,21525.0,5015.0,4
140765,8111.0,1814.0,4
140798,26709.0,1920.0,4
140832,1384.0,2135.0,4
140896,4219.0,23997.0,4
140903,9949.0,22323.0,4
140948,6490.0,12666.0,4
140952,39.0,5771.0,4
141017,12598.0,4154.0,4
141028,1930.0,1352.0,4
141033,6427.0,5574.0,4
141049,11515.0,2090.0,4
141080,7189.0,27211.0,4
141182,1576.0,25023.0,4
141321,12296.0,2008.0,4
141468,12436.0,13325.0,4
141505,22950.0,853.0,4
141539,8111.0,13103.0,4
141551,6107.0,1949.0,4
141564,1015.0,4629.0,4
141594,21088.0,1116.0,4
141871,10123.0,3044.0,4
141904,822.0,7467.0,4
141938,8106.0,15985.0,4
142131,9078.0,11356.0,4
142278,13103.0,1619.0,4
142377,853.0,19556.0,4
142406,9078.0,1119.0,4
142629,15052.0,4444.0,4
142710,28293.0,1619.0,4
142738,1444.0,25939.0,4
142775,6716.0,2360.0,4
142783,3701.0,2193.0,4
143019,5017.0,12401.0,4
143136,2814.0,10564.0,4
143367,6187.0,2349.0,4
143451,10472.0,19705.0,4
143592,7663.0,28747.0,4
143624,3116.0,12436.0,4
143689,4400.0,2090.0,4
143836,5882.0,2349.0,4
143919,1384.0,2118.0,4
144125,6148.0,16267.0,4
144161,582.0,10744.0,4
144274,9638.0,24441.0,4
144351,22635.0,5740.0,4
144365,23321.0,25324.0,4
144416,8527.0,2193.0,4
144471,9524.0,3044.0,4
144701,8106.0,4169.0,4
144884,4802.0,1777.0,4
145003,15965.0,5574.0,4
145187,8106.0,11802.0,4
145222,1742.0,7416.0,4
145274,20717.0,27358.0,4
145522,12487.0,7075.0,4
145531,24568.0,2077.0,4
145585,12117.0,26650.0,4
145673,9240.0,5504.0,4
145697,8357.0,10386.0,4
145729,13445.0,2426.0,4
146065,5305.0,7877.0,4
146199,9078.0,15964.0,4
146246,6221.0,2592.0,4
146355,11646.0,2349.0,4
146665,7416.0,23224.0,4
146806,18473.0,2739.0,4
147431,5305.0,1745.0,4
147493,5017.0,9314.0,4
147840,7467.0,14578.0,4
147944,2884.0,14130.0,4
147973,23537.0,11394.0,4
147995,6973.0,24355.0,4
148202,20498.0,1444.0,4
148450,6716.0,15807.0,4
148707,1015.0,531.0,4
148883,17718.0,7102.0,4
148943,26387.0,9029.0,4
149195,2787.0,13474.0,4
149345,20740.0,15284.0,4
149597,7911.0,2264.0,4
149924,25643.0,2426.0,4
150336,8675.0,9996.0,4
150340,4308.0,13495.0,4
150507,2867.0,5968.0,4
150555,1576.0,6152.0,4
150685,7193.0,2426.0,4
150953,10353.0,8954.0,4
151048,8377.0,23878.0,4
151104,6383.0,6304.0,4
151183,15043.0,4802.0,4
151184,10472.0,4225.0,4
151514,7167.0,16753.0,4
151601,2814.0,5727.0,4
151656,14267.0,2008.0,4
151709,5968.0,2264.0,4
152123,1352.0,17933.0,4
152720,4970.0,7826.0,4
152768,2005.0,9341.0,4
153017,4009.0,582.0,4
153254,6911.0,10996.0,4
153276,7184.0,2008.0,4
153628,24269.0,3207.0,4
153668,6383.0,18944.0,4
153760,7915.0,12280.0,4
153918,1322.0,12666.0,4
154367,8106.0,1619.0,4
154410,3502.0,8509.0,4
154599,5416.0,5451.0,4
154807,6911.0,27601.0,4
154861,1384.0,801.0,4
155000,13103.0,12111.0,3
155047,5066.0,10461.0,3
155197,5489.0,21735.0,3
155292,15985.0,990.0,3
155471,23569.0,5101.0,3
155585,10996.0,24131.0,3
155673,8150.0,11159.0,3
156020,13521.0,23878.0,3
156041,24037.0,4219.0,3
156080,2005.0,1675.0,3
156090,1384.0,2092.0,3
156127,20743.0,12280.0,3
156182,14518.0,10929.0,3
156274,17718.0,15985.0,3
156305,5492.0,10379.0,3
156421,5237.0,3044.0,3
156673,1444.0,9381.0,3
156675,15600.0,4763.0,3
156699,7189.0,2360.0,3
156702,10929.0,6911.0,3
156713,15611.0,24723.0,3
156738,5150.0,15391.0,3
156769,8675.0,6217.0,3
156830,4632.0,13805.0,3
156956,9635.0,8621.0,3
157158,4444.0,7348.0,3
157329,6431.0,5953.0,3
157363,1814.0,801.0,3
157381,3612.0,1352.0,3
157400,2373.0,5967.0,3
157531,440.0,20007.0,3
157553,12588.0,11536.0,3
157578,17965.0,10621.0,3
157586,29283.0,6107.0,3
157606,15815.0,10649.0,3
157865,7717.0,8597.0,3
158062,1777.0,19147.0,3
158141,15815.0,14796.0,3
158161,4809.0,7826.0,3
158438,7184.0,16477.0,3
158647,7377.0,22989.0,3
158868,9996.0,7592.0,3
158926,881.0,24146.0,3
159003,13474.0,4169.0,3
159061,6167.0,28837.0,3
159102,13616.0,2349.0,3
159233,15911.0,5131.0,3
159273,5779.0,9314.0,3
159414,13241.0,18235.0,3
159536,24269.0,16477.0,3
159675,4178.0,7467.0,3
159692,10795.0,5967.0,3
159863,25567.0,24723.0,3
159921,5779.0,2616.0,3
160158,3806.0,3116.0,3
160167,23758.0,7838.0,3
160380,5740.0,13846.0,3
160456,6090.0,2586.0,3
160552,24265.0,16753.0,3
160621,13474.0,2739.0,3
161147,11901.0,22989.0,3
161303,4059.0,5779.0,3
161348,12935.0,9757.0,3
161379,1015.0,4349.0,3
161380,4802.0,12484.0,3
161423,6090.0,3375.0,3
161426,24308.0,17728.0,3
161599,1384.0,25643.0,3
161631,6726.0,1956.0,3
161855,9996.0,29137.0,3
162022,6383.0,26474.0,3
162187,3806.0,1920.0,3
162306,25549.0,7075.0,3
162507,4763.0,8882.0,3
162606,14256.0,1619.0,3
162688,10133.0,1116.0,3
162699,5017.0,26798.0,3
162705,2005.0,21191.0,3
162895,9078.0,1207.0,3
163129,9996.0,7198.0,3
163133,582.0,1066.0,3
163148,1576.0,3015.0,3
163647,2231.0,18055.0,3
163862,6148.0,11995.0,3
164074,6716.0,13805.0,3
164103,19545.0,20282.0,3
164264,15891.0,3576.0,3
164399,14244.0,4291.0,3
164600,8464.0,1116.0,3
164902,12280.0,6376.0,3
164931,28643.0,853.0,3
164932,24047.0,3375.0,3
165310,5552.0,4154.0,3
165817,2844.0,7193.0,3
166020,1131.0,582.0,3
166029,1930.0,10621.0,3
166213,27710.0,5774.0,3
166423,9111.0,7198.0,3
166452,2373.0,801.0,3
166683,4526.0,2005.0,3
167088,14720.0,10685.0,3
167222,6090.0,6567.0,3
167274,3147.0,1073.0,3
167513,25982.0,2077.0,3
167619,644.0,3044.0,3
167643,7838.0,10780.0,3
167655,28477.0,6204.0,3
167710,11523.0,16618.0,3
167775,20800.0,11393.0,3
167836,2005.0,19199.0,3
168052,17194.0,11110.0,3
168154,3637.0,6876.0,3
168185,14161.0,8357.0,3
168260,1843.0,3604.0,3
168307,1384.0,16526.0,3
168475,6398.0,16531.0,3
169018,18628.0,8729.0,3
169063,6245.0,1322.0,3
169134,4323.0,8974.0,3
169195,11235.0,3375.0,3
169267,15639.0,12766.0,3
169547,25966.0,2805.0,3
169614,7661.0,3637.0,3
169631,1015.0,25543.0,3
169675,5310.0,17266.0,3
169769,3511.0,21116.0,3
169886,11404.0,2426.0,3
170378,13846.0,9314.0,3
170671,1374.0,2090.0,3
170842,4901.0,17076.0,3
170973,853.0,644.0,3
170989,6759.0,3272.0,3
170994,12588.0,4400.0,3
170999,11138.0,3044.0,3
171017,582.0,13734.0,3
171163,7189.0,7877.0,3
171277,25780.0,2005.0,3
171672,3511.0,24131.0,3
172313,17920.0,22250.0,3
172536,23524.0,7252.0,3
172698,1015.0,3599.0,3
172712,19545.0,20460.0,3
172817,18242.0,4511.0,3
172867,13241.0,7160.0,3
172963,7102.0,4502.0,3
173171,3514.0,10929.0,3
173225,9977.0,7348.0,3
173255,15758.0,16712.0,3
173368,17128.0,5967.0,3
173411,4291.0,1698.0,3
173475,26074.0,1352.0,3
173553,7189.0,8509.0,3
173629,22056.0,11394.0,3
173673,5492.0,4911.0,3
173726,7467.0,25130.0,3
173739,8876.0,28473.0,3
173745,6366.0,8944.0,3
173794,1873.0,2373.0,3
173917,7838.0,6447.0,3
174013,29107.0,20862.0,3
174133,2814.0,18401.0,3
174163,19148.0,3272.0,3
174338,17403.0,17990.0,3
174487,9657.0,1444.0,3
174694,4300.0,23787.0,3
174756,4000.0,1619.0,3
174958,10472.0,12985.0,3
175201,10169.0,16618.0,3
175463,3511.0,24441.0,3
175527,15636.0,1698.0,3
175530,25477.0,853.0,3
175668,2426.0,12155.0,3
176522,2787.0,19103.0,3
176523,9572.0,801.0,3
176948,5341.0,9996.0,3
177170,20924.0,14621.0,3
177636,2787.0,26081.0,3
177971,4127.0,4785.0,3
178214,24930.0,7663.0,3
178222,24979.0,6195.0,3
178302,2349.0,5574.0,3
178337,12496.0,22639.0,3
178580,1930.0,5489.0,3
178928,2005.0,11826.0,3
179256,4333.0,23224.0,3
179419,2005.0,10401.0,3
179683,12535.0,7348.0,3
179753,17828.0,4763.0,3
179830,11110.0,6924.0,3
179983,6107.0,9902.0,3
180161,5233.0,3044.0,3
180306,6431.0,6204.0,3
180309,18942.0,9136.0,3
180527,3090.0,1444.0,3
180871,881.0,15436.0,3
180894,21908.0,26650.0,3
180927,13229.0,16712.0,3
181123,9636.0,17202.0,3
181438,5953.0,2739.0,3
181465,14161.0,4744.0,3
181470,4002.0,1920.0,3
181544,5944.0,4161.0,3
181779,3511.0,6632.0,3
181864,6757.0,582.0,3
181929,16663.0,2264.0,3
181951,5305.0,26574.0,3
182100,3900.0,7193.0,3
182291,3002.0,5953.0,3
182396,6366.0,13236.0,3
182401,5569.0,8597.0,3
183189,12684.0,8597.0,3
183221,8675.0,24647.0,3
183262,19754.0,5492.0,3
183274,11153.0,29557.0,3
183554,20330.0,10959.0,3
183894,876.0,14621.0,3
183950,12604.0,3576.0,3
184054,27371.0,10809.0,3
184095,17683.0,4000.0,3
184220,8445.0,1698.0,3
184403,3873.0,1619.0,3
184442,6726.0,9624.0,3
184641,21047.0,5771.0,3
184905,14217.0,3092.0,3
185113,27358.0,6412.0,3
185192,1930.0,4502.0,3
185311,881.0,12263.0,3
185338,12985.0,16841.0,3
185399,4400.0,5015.0,3
185494,12892.0,2077.0,3
185615,14872.0,13474.0,3
185814,2005.0,3877.0,3
185818,8675.0,7102.0,3
185924,5305.0,15597.0,3
186080,8106.0,4511.0,3
186115,4970.0,9765.0,3
186162,18947.0,4235.0,3
186165,4291.0,12515.0,3
186227,27170.0,1698.0,3
186235,6167.0,2551.0,3
186490,4127.0,15639.0,3
186859,19082.0,9136.0,3
187110,10432.0,1698.0,3
187143,4291.0,27170.0,3
187148,2867.0,10133.0,3
187274,8729.0,15487.0,3
187376,20033.0,9949.0,3
187385,12604.0,2805.0,3
187429,4508.0,24610.0,3
187536,13325.0,16648.0,3
187593,4445.0,16730.0,3
187784,582.0,10860.0,3
187940,11058.0,14381.0,3
188371,1930.0,20852.0,3
188379,20984.0,20862.0,3
188550,1015.0,3683.0,3
188634,15284.0,11754.0,3
188828,3447.0,3701.0,3
188907,3907.0,2077.0,3
188935,5951.0,1015.0,3
188977,6545.0,15815.0,3
189222,14256.0,22462.0,3
189236,4444.0,8868.0,3
189537,2867.0,12576.0,3
189741,2426.0,22236.0,3
189763,9812.0,12666.0,3
190062,5237.0,28293.0,3
190182,582.0,514.0,3
190466,10386.0,17931.0,3
190651,5310.0,17022.0,3
190678,14805.0,16618.0,3
191032,8131.0,8597.0,3
191245,5233.0,5552.0,3
191295,19763.0,23454.0,3
191302,853.0,9542.0,3
191470,23503.0,4444.0,3
191502,29239.0,1698.0,3
191530,4169.0,10017.0,3
191778,5237.0,21958.0,3
191891,3147.0,3171.0,3
191989,4802.0,3534.0,3
192337,4809.0,18787.0,3
192407,5944.0,25718.0,3
192516,881.0,801.0,3
192532,16531.0,16712.0,3
192696,18985.0,6152.0,3
192747,7316.0,2426.0,3
192782,13782.0,8076.0,3
192810,8131.0,24758.0,3
193714,17658.0,6535.0,3
193802,2092.0,26944.0,3
194000,18639.0,4802.0,3
194112,853.0,5310.0,3
194387,5779.0,10838.0,3
194482,27211.0,8509.0,3
194605,6383.0,23619.0,3
194848,8131.0,9810.0,3
194886,6398.0,15758.0,3
195067,12225.0,25246.0,3
195162,6734.0,5487.0,3
195201,17403.0,272.0,3
195207,1576.0,5552.0,3
195224,13706.0,5552.0,3
195360,4333.0,17328.0,3
195396,4445.0,4169.0,3
195406,5315.0,6152.0,3
195929,3002.0,18055.0,3
195937,6366.0,11646.0,3
196804,881.0,10896.0,3
196852,12733.0,8621.0,3
196854,2867.0,1352.0,3
196895,1015.0,5474.0,3
197070,10929.0,8310.0,3
197526,7877.0,1352.0,3
197582,11084.0,16831.0,3
197810,27597.0,24723.0,3
198390,14161.0,4323.0,3
198391,18743.0,4785.0,3
198468,4445.0,2092.0,3
198595,8914.0,3147.0,3
198872,6872.0,18328.0,3
199083,6221.0,28552.0,3
199092,5416.0,26906.0,3
199279,16730.0,12568.0,3
199302,13474.0,8954.0,3
199474,7991.0,4235.0,3
199475,15639.0,2850.0,3
199782,175.0,5771.0,3
199864,14027.0,24528.0,3
199962,20565.0,18327.0,3
200031,13623.0,17071.0,3
200040,582.0,2783.0,3
200348,8974.0,3086.0,3
200403,18787.0,2264.0,3
200470,29499.0,10017.0,3
200825,1162.0,1920.0,3
200867,15850.0,3070.0,3
200905,1827.0,14322.0,3
200933,4282.0,1322.0,3
200982,15985.0,2264.0,3
201020,13066.0,13805.0,3
201049,5839.0,4154.0,3
201162,8150.0,9136.0,3
201219,5489.0,3207.0,3
201226,4970.0,20155.0,3
201241,5305.0,3467.0,3
201289,10895.0,17275.0,3
201403,24308.0,2825.0,3
201485,3070.0,6185.0,3
201647,6345.0,9240.0,3
201892,7198.0,102.0,3
202124,10895.0,23273.0,3
202299,24113.0,7075.0,3
202360,15985.0,7102.0,3
202649,24037.0,9240.0,3
202702,7911.0,8675.0,3
202744,23524.0,5606.0,3
202805,16662.0,15284.0,3
202835,14161.0,2008.0,3
202930,22029.0,11393.0,3
202951,12797.0,13623.0,3
203015,12104.0,14213.0,3
203083,10288.0,1444.0,3
203097,4667.0,801.0,3
203397,1529.0,23878.0,3
203676,2373.0,4802.0,3
203730,5233.0,4970.0,3
203800,12588.0,15487.0,3
203901,21943.0,4219.0,3
204024,19621.0,4970.0,3
204088,20684.0,2193.0,3
204263,14357.0,4763.0,3
204296,1015.0,1744.0,3
204324,6913.0,10895.0,3
204532,6427.0,23113.0,3
204851,10685.0,10147.0,3
205048,14267.0,25764.0,3
205171,10595.0,15606.0,3
205207,9949.0,10621.0,3
205222,8789.0,5310.0,3
205626,808.0,7193.0,3
205685,10750.0,5015.0,3
205974,27638.0,2805.0,3
205985,18690.0,9136.0,3
206304,15815.0,11063.0,3
206511,13706.0,7298.0,3
206538,20717.0,6996.0,3
206754,21782.0,16053.0,3
206762,1920.0,1416.0,3
206769,23524.0,4741.0,3
206941,7877.0,2090.0,3
206972,3116.0,16648.0,3
206980,18787.0,11901.0,3
207168,6427.0,23980.0,3
207291,9078.0,8324.0,3
207294,853.0,6736.0,3
207375,26475.0,9029.0,3
207611,6107.0,24507.0,3
207740,22635.0,13566.0,3
207906,13241.0,10959.0,3
207980,29311.0,2805.0,3
208125,2147.0,18328.0,3
208285,6383.0,3626.0,3
208695,19499.0,1619.0,3
208742,17229.0,13103.0,3
208809,6090.0,5967.0,3
208815,17194.0,13566.0,3
208960,23360.0,3044.0,3
209054,19489.0,11147.0,3
209059,26081.0,1814.0,3
209182,22250.0,24723.0,3
209348,21943.0,10017.0,3
209556,1873.0,4911.0,3
209696,11058.0,3467.0,3
209711,2787.0,6148.0,3
210086,6216.0,3092.0,3
210093,4000.0,801.0,3
210243,11058.0,12265.0,3
210356,13229.0,16753.0,3
210576,5233.0,13623.0,3
210598,3604.0,2651.0,3
211040,1228.0,8131.0,3
211352,5237.0,29533.0,3
211367,9360.0,14267.0,3
211405,5310.0,9902.0,3
211472,16890.0,16753.0,3
211676,26516.0,11646.0,3
211727,4444.0,3805.0,3
